name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year
Mahindra Thar CRDe,2017,800000,26000,Diesel,Individual,Manual,2,Mahindra,3,6500
Tata Safari Storme VX Varicor 400,2016,869999,80000,Diesel,Individual,Manual,1,Tata,4,16000
Toyota Innova 2.5 G1 BSIV,2012,950000,80000,Diesel,Individual,Manual,1,Toyota,8,8888
Maruti Baleno Alpha 1.2,2018,690000,40000,Petrol,Individual,Manual,1,Maruti,2,13333
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000,120000,Diesel,Individual,Manual,1,Other,9,12000
Maruti 800 Std,2013,170000,70000,Petrol,Individual,Manual,1,Maruti,7,8750
Maruti Alto LX BSIII,2006,160000,63230,Petrol,Individual,Manual,2,Maruti,14,4215
Mahindra Scorpio 2.6 SLX CRDe,2006,300000,120000,Diesel,Individual,Manual,2,Mahindra,14,8000
Datsun GO Plus A,2015,315000,45000,Petrol,Individual,Manual,2,Datsun,5,7500
Maruti 800 Std BSII,2006,90000,40000,Petrol,Individual,Manual,2,Maruti,14,2666
Maruti Wagon R VXI,2005,100000,100000,Petrol,Individual,Manual,3,Maruti,15,6250
Tata Indica GLS BS IV,2008,65000,110000,Petrol,Individual,Manual,3,Tata,12,8461
Hyundai Verna 1.6 CRDI,2012,312000,90000,Diesel,Individual,Manual,2,Hyundai,8,10000
Maruti Vitara Brezza LDi,2018,700000,25000,Diesel,Individual,Manual,1,Maruti,2,8333
Hyundai Santro Xing XL eRLX Euro III,2005,150000,47000,Petrol,Individual,Manual,1,Hyundai,15,2937
Renault Fluence 1.5,2013,450000,60000,Diesel,Individual,Manual,1,Renault,7,7500
Hyundai Verna Transform CRDi VGT ABS,2010,229999,120000,Diesel,Individual,Manual,2,Hyundai,10,10909
Maruti Swift Ldi BSIII,2008,111000,120000,Diesel,Individual,Manual,1,Maruti,12,9230
Maruti Swift Dzire VDi,2012,250000,140000,Diesel,Individual,Manual,2,Maruti,8,15555
Ford Freestyle Titanium Plus Diesel,2019,750000,1001,Diesel,Dealer,Manual,1,Ford,1,500
Ford Figo 1.5P Titanium AT,2017,774000,1758,Petrol,Dealer,Automatic,1,Ford,3,439
Ford Figo 1.5P Titanium AT,2018,711000,1452,Petrol,Dealer,Automatic,1,Ford,2,484
Ford Figo 1.5D Titanium MT,2017,600000,35122,Diesel,Dealer,Manual,1,Ford,3,8780
Maruti Swift Dzire VDI,2015,455000,92621,Diesel,Dealer,Manual,1,Maruti,5,15436
Datsun GO T Petrol,2015,225000,92198,Petrol,Dealer,Manual,2,Datsun,5,15366
Maruti Swift Dzire VDI,2019,650000,5000,Diesel,Individual,Manual,1,Maruti,1,2500
Chevrolet Beat LT,2013,200000,50000,Petrol,Individual,Manual,1,Chevrolet,7,6250
Hyundai Creta 1.6 CRDi AT SX Plus,2016,875000,74000,Diesel,Individual,Automatic,1,Hyundai,4,14800
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,750000,40000,Diesel,Individual,Automatic,1,Skoda,3,10000
Maruti Swift Dzire AMT VDI,2019,725000,22000,Diesel,Individual,Automatic,1,Maruti,1,11000
Maruti Alto LXi,2007,100000,100000,Petrol,Individual,Manual,2,Maruti,13,7142
Tata Hexa XT,2019,1100000,40000,Diesel,Individual,Manual,1,Tata,1,20000
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000,Diesel,Individual,Automatic,1,Ford,3,7500
Renault KWID RXT Optional,2016,280000,23000,Petrol,Individual,Manual,1,Renault,4,4600
Tata Indica Vista Aqua TDI BSIII,2009,150000,30000,Diesel,Individual,Manual,1,Tata,11,2500
Tata Manza Aura Safire,2010,200000,50000,Petrol,Individual,Manual,1,Tata,10,4545
Maruti Ritz VDi,2010,148000,100000,Diesel,Individual,Manual,2,Maruti,10,9090
Maruti Swift Dzire VXi,2011,254999,70000,Petrol,Individual,Manual,2,Maruti,9,7000
Maruti Swift Dzire ZXI,2013,360000,60000,Petrol,Individual,Manual,2,Maruti,7,7500
Maruti Alto LX,2006,95000,90000,Petrol,Individual,Manual,2,Maruti,14,6000
Mahindra Bolero SLE BSIII,2007,185000,230000,Diesel,Individual,Manual,2,Mahindra,13,16428
Tata Indica Vista Quadrajet VX,2012,185000,40000,Diesel,Individual,Manual,1,Tata,8,4444
Renault KWID RXL,2019,300000,15000,Petrol,Individual,Manual,1,Renault,1,7500
Hyundai Verna VTVT 1.6 SX,2018,800000,40000,Petrol,Individual,Manual,1,Hyundai,2,13333
Maruti Zen LX,2000,60000,50000,Petrol,Individual,Manual,1,Maruti,20,2380
Fiat Punto 1.2 Active,2010,80000,50000,Petrol,Individual,Manual,2,Fiat,10,4545
Hyundai Xcent 1.2 VTVT S,2018,500000,8000,Petrol,Individual,Manual,1,Hyundai,2,2666
Hyundai EON Era Plus,2013,250000,35000,Petrol,Individual,Manual,1,Hyundai,7,4375
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,80000,Diesel,Individual,Manual,1,Tata,10,7272
Maruti Wagon R LXI BSIII,2005,125000,50000,Petrol,Individual,Manual,2,Maruti,15,3125
Maruti Alto LXi BSII,2002,100000,80000,Petrol,Individual,Manual,4,Maruti,18,4210
Mahindra Scorpio M2DI,2010,480000,90000,Diesel,Individual,Manual,1,Mahindra,10,8181
Mahindra KUV 100 G80 K2,2018,320000,30000,Petrol,Individual,Manual,2,Mahindra,2,10000
Maruti A-Star Vxi,2010,130000,70000,Petrol,Individual,Manual,2,Maruti,10,6363
Tata Indica DLS,2006,57000,80000,Diesel,Individual,Manual,2,Tata,14,5333
Hyundai Santro GLS I - Euro I,2005,75000,60000,Petrol,Individual,Manual,1,Hyundai,15,3750
Maruti 800 DX,2003,60000,35000,Petrol,Individual,Manual,1,Maruti,17,1944
Maruti Alto LXi BSIII,2008,125000,70000,Petrol,Individual,Manual,1,Maruti,12,5384
Honda City 1.5 EXI S,2004,105000,100000,Petrol,Individual,Manual,3,Honda,16,5882
Maruti Wagon R LXI DUO BSIII,2008,125000,152000,Other,Individual,Manual,2,Maruti,12,11692
Maruti Zen LXI,1998,69000,70000,Petrol,Individual,Manual,2,Maruti,22,3043
Tata Indigo LX,2012,130000,90000,Diesel,Individual,Manual,2,Tata,8,10000
Maruti Baleno Zeta 1.2,2019,630000,40000,Petrol,Individual,Manual,1,Maruti,1,20000
Honda Amaze E i-VTEC,2016,330000,50000,Petrol,Individual,Manual,2,Honda,4,10000
Maruti Wagon R VXI BS IV,2014,340000,15000,Petrol,Individual,Manual,2,Maruti,6,2142
Hyundai Santro Xing XG eRLX Euro III,2006,60000,120000,Petrol,Individual,Manual,3,Hyundai,14,8000
Tata Safari Storme EX,2014,550000,78322,Diesel,Individual,Manual,1,Tata,6,11188
Maruti Ertiga VDI,2014,480000,110000,Diesel,Individual,Manual,2,Maruti,6,15714
Hyundai Verna 1.6 SX CRDi (O),2013,315000,80000,Diesel,Individual,Manual,2,Hyundai,7,10000
Ford Fiesta Titanium 1.5 TDCi,2012,165000,120000,Diesel,Individual,Manual,1,Ford,8,13333
Chevrolet Beat LS,2016,170000,125000,Petrol,Individual,Manual,1,Chevrolet,4,25000
Maruti Baleno Delta 1.2,2018,550000,8000,Petrol,Individual,Manual,1,Maruti,2,2666
Volkswagen Ameo 1.2 MPI Trendline,2018,465000,13000,Petrol,Individual,Manual,1,Volkswagen,2,4333
Tata Indica Vista Quadrajet LX,2012,120000,80000,Diesel,Individual,Manual,3,Tata,8,8888
Hyundai Verna 1.6 Xi ABS,2008,220000,54309,Petrol,Individual,Manual,1,Hyundai,12,4177
Ford Figo Diesel LXI,2011,180000,70000,Diesel,Individual,Manual,2,Ford,9,7000
Chevrolet Aveo 1.6 LT,2006,150000,34600,Petrol,Individual,Manual,3,Chevrolet,14,2306
Tata Zest Revotron 1.2T XMS,2016,520000,25000,Petrol,Individual,Manual,1,Tata,4,5000
Tata Safari Storme EX,2013,430000,80000,Diesel,Individual,Manual,3,Tata,7,10000
Mahindra Bolero DI DX 8 Seater,2009,300000,55000,Diesel,Individual,Manual,2,Mahindra,11,4583
Hyundai Venue SX Opt Diesel,2020,1000000,5000,Diesel,Individual,Manual,1,Hyundai,0,5000
Honda WR-V i-DTEC VX,2017,725000,30000,Diesel,Individual,Manual,1,Honda,3,7500
Hyundai Verna 1.4 EX,2011,500000,31000,Diesel,Individual,Manual,1,Hyundai,9,3100
Maruti Wagon R LXI BS IV,2011,250000,50000,Petrol,Individual,Manual,1,Maruti,9,5000
Maruti Swift Dzire VDI,2018,700000,38217,Diesel,Individual,Manual,1,Maruti,2,12739
Ford Figo Petrol ZXI,2011,185000,50000,Petrol,Individual,Manual,3,Ford,9,5000
Maruti Ritz VDi,2011,200000,120000,Diesel,Individual,Manual,1,Maruti,9,12000
Mahindra Bolero DI,2004,315000,110000,Diesel,Individual,Manual,3,Mahindra,16,6470
Tata Hexa XT,2019,1100000,40000,Diesel,Individual,Manual,1,Tata,1,20000
Hyundai Santro LP zipPlus,2001,52000,50000,Petrol,Individual,Manual,3,Hyundai,19,2500
Hyundai i20 Active 1.2 S,2017,600000,10000,Petrol,Individual,Manual,1,Hyundai,3,2500
Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Individual,Manual,1,Tata,1,5000
Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Individual,Manual,1,Nissan,5,16666
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Individual,Manual,1,Mahindra,4,12000
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000,Diesel,Individual,Automatic,1,Ford,3,7500
Renault KWID RXT Optional,2016,280000,23000,Petrol,Individual,Manual,1,Renault,4,4600
Maruti Wagon R VXI BS IV,2017,350000,30000,Petrol,Individual,Manual,1,Maruti,3,7500
Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,1,Hyundai,9,5000
Maruti Alto 800 LXI,2014,204999,25000,Petrol,Individual,Manual,2,Maruti,6,3571
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,1,Maruti,1,7500
Tata Indica Vista Aqua TDI BSIII,2009,150000,30000,Diesel,Individual,Manual,1,Tata,11,2500
Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Individual,Manual,2,Chevrolet,10,4090
Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Individual,Manual,2,Chevrolet,11,3733
Tata Manza Aura Safire,2010,200000,50000,Petrol,Individual,Manual,1,Tata,10,4545
Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,1,Hyundai,2,17333
Tata Hexa XTA,2017,1200000,50000,Diesel,Individual,Automatic,1,Tata,3,12500
Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Individual,Manual,2,Toyota,12,2692
Maruti Ritz VDi,2010,148000,100000,Diesel,Individual,Manual,2,Maruti,10,9090
Tata Manza Club Class Quadrajet90 LS,2014,200000,100000,Diesel,Individual,Manual,1,Tata,6,14285
Maruti Swift Dzire VDI,2016,284000,40000,Diesel,Individual,Manual,2,Maruti,4,8000
Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Individual,Manual,3,Maruti,13,4285
Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,1,Chevrolet,6,11000
Hyundai Accent Executive,2011,150000,60000,Petrol,Individual,Manual,1,Hyundai,9,6000
Tata Manza Aura (ABS) Safire BS IV,2010,110000,77073,Petrol,Individual,Manual,2,Tata,10,7006
Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,70000,Diesel,Individual,Manual,1,Ford,4,14000
Hyundai i10 Magna LPG,2013,275000,90000,Other,Individual,Manual,2,Hyundai,7,11250
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000,186000,Diesel,Individual,Manual,3,Toyota,7,23250
Mahindra Scorpio M2DI,2014,550000,90000,Diesel,Individual,Manual,1,Mahindra,6,12857
Maruti Alto LX BSIII,2007,125000,100000,Petrol,Individual,Manual,2,Maruti,13,7142
Chevrolet Beat LT,2010,135000,80000,Petrol,Individual,Manual,2,Chevrolet,10,7272
Mahindra Scorpio LX BSIV,2012,349000,150000,Diesel,Individual,Manual,1,Mahindra,8,16666
Maruti Swift VDI BSIV,2014,458000,80000,Diesel,Individual,Manual,1,Maruti,6,11428
Maruti Alto K10 VXI,2018,300000,35000,Petrol,Individual,Manual,1,Maruti,2,11666
Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,1,Maruti,12,5384
Maruti S-Cross Zeta DDiS 200 SH,2018,850000,50000,Diesel,Individual,Manual,1,Maruti,2,16666
Ford Freestyle Titanium Diesel,2019,750000,25000,Diesel,Individual,Manual,1,Ford,1,12500
Ford Figo Diesel Celebration Edition,2013,190000,120000,Diesel,Individual,Manual,1,Ford,7,15000
Maruti Wagon R LXI Minor,2009,150000,70000,Petrol,Individual,Manual,1,Maruti,11,5833
Hyundai Accent GLE,2009,114999,106000,Petrol,Individual,Manual,3,Hyundai,11,8833
Toyota Innova 2.0 VX 7 Seater,2010,320000,120000,Petrol,Individual,Manual,3,Toyota,10,10909
Maruti Alto 800 CNG LXI Optional,2019,300000,120000,Other,Individual,Manual,1,Maruti,1,60000
Maruti Ritz LXi,2016,275000,160000,Petrol,Individual,Manual,1,Maruti,4,32000
Chevrolet Aveo 1.6 LT with ABS,2010,140000,120000,Petrol,Individual,Manual,2,Chevrolet,10,10909
Tata Altroz XZ,2020,830000,10000,Petrol,Individual,Manual,1,Tata,0,10000
Volkswagen Polo SR Petrol 1.2L,2013,380000,50000,Petrol,Individual,Manual,1,Volkswagen,7,6250
Hyundai i10 Magna 1.2,2010,150000,90000,Petrol,Individual,Manual,2,Hyundai,10,8181
Chevrolet Spark 1.0 LS,2008,50000,70000,Petrol,Individual,Manual,1,Chevrolet,12,5384
Mahindra Bolero SLX,2008,155000,100000,Diesel,Individual,Manual,1,Mahindra,12,7692
Mahindra Bolero SLX,2008,155000,100000,Diesel,Individual,Manual,1,Mahindra,12,7692
Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Individual,Manual,1,Skoda,10,7272
Maruti Alto 800 LXI,2018,300000,16584,Petrol,Dealer,Manual,1,Maruti,2,5528
Tata Tiago 2019-2020 XE Diesel,2016,385000,38000,Diesel,Dealer,Manual,1,Tata,4,7600
Maruti Wagon R LXI,2010,221000,51000,Petrol,Dealer,Manual,1,Maruti,10,4636
Tata Tiago 1.05 Revotorq XE,2016,381000,38000,Diesel,Dealer,Manual,1,Tata,4,7600
Maruti Alto 800 LXI,2015,250999,35000,Petrol,Dealer,Manual,1,Maruti,5,5833
Hyundai Santro LS zipPlus,2002,60000,120000,Petrol,Individual,Manual,3,Hyundai,18,6315
Tata Tiago 1.05 Revotorq XE,2016,380000,38000,Diesel,Dealer,Manual,1,Tata,4,7600
Skoda Laura L n K 1.9 PD,2008,180000,144000,Diesel,Individual,Manual,3,Skoda,12,11076
Maruti Ciaz ZDi Plus,2017,751000,64000,Diesel,Dealer,Manual,1,Maruti,3,16000
Mahindra XUV500 AT W10 FWD,2015,1250000,60000,Diesel,Dealer,Automatic,1,Mahindra,5,10000
Hyundai EON 1.0 Era Plus,2014,229999,65000,Petrol,Dealer,Manual,1,Hyundai,6,9285
Tata Safari Storme EX,2019,1250000,24000,Diesel,Individual,Manual,1,Tata,1,12000
Mahindra Scorpio VLX 2WD BSIV,2014,782000,58000,Diesel,Dealer,Manual,2,Mahindra,6,8285
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,780000,58000,Diesel,Dealer,Manual,2,Mahindra,6,8285
Maruti Alto 800 LXI,2016,245000,68000,Petrol,Dealer,Manual,1,Maruti,4,13600
Hyundai i20 1.4 CRDi Sportz,2011,321000,81257,Diesel,Dealer,Manual,1,Hyundai,9,8125
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,509999,44000,Diesel,Dealer,Manual,1,Hyundai,3,11000
Tata Nano CX SE,2015,110000,45000,Petrol,Dealer,Manual,1,Tata,5,7500
Volkswagen Polo Diesel Highline 1.2L,2013,400000,75000,Diesel,Dealer,Manual,1,Volkswagen,7,9375
Maruti Swift VXI,2013,370000,90000,Petrol,Individual,Manual,1,Maruti,7,11250
Hyundai Verna CRDi ABS,2007,175000,80000,Diesel,Individual,Manual,2,Hyundai,13,5714
Mercedes-Benz E-Class 230,1998,1000000,35000,Petrol,Individual,Automatic,2,Mercedes-Benz,22,1521
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,2,Maruti,7,3125
Tata Xenon XT EX 4X2,2014,291000,90000,Diesel,Individual,Manual,1,Tata,6,12857
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,2,Maruti,7,3125
Hyundai Verna 1.6 SX CRDi (O),2013,335000,110000,Diesel,Individual,Manual,3,Hyundai,7,13750
Maruti Omni 8 Seater BSIV,2013,170000,35000,Petrol,Individual,Manual,1,Maruti,7,4375
Maruti Alto 800 LXI,2019,295000,10000,Petrol,Individual,Manual,1,Maruti,1,5000
Renault KWID RXL,2019,375000,10000,Petrol,Individual,Manual,1,Renault,1,5000
Hyundai EON Era Plus,2012,215000,70000,Petrol,Individual,Manual,2,Hyundai,8,7777
Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,110000,Diesel,Individual,Manual,2,Ford,11,9166
Maruti Alto LXI,2003,60000,5000,Petrol,Individual,Manual,2,Maruti,17,277
Maruti Alto LX,2006,52000,120000,Petrol,Individual,Manual,3,Maruti,14,8000
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000,Other,Individual,Manual,2,Maruti,11,7500
Maruti Alto LX,2012,140000,70000,Petrol,Individual,Manual,2,Maruti,8,7777
Hyundai Verna i (Petrol),2008,120000,90000,Petrol,Individual,Manual,2,Hyundai,12,6923
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,3,Ford,14,8000
Tata New Safari Dicor EX 4X2 BS IV,2012,280000,110000,Diesel,Individual,Manual,4,Tata,8,12222
Toyota Etios VD,2016,450000,50000,Diesel,Individual,Manual,2,Toyota,4,10000
Mahindra XUV500 W7,2018,1150000,58000,Diesel,Individual,Manual,1,Mahindra,2,19333
Maruti Baleno Delta 1.3,2018,650000,15000,Diesel,Individual,Manual,1,Maruti,2,5000
Tata Zest Revotron 1.2T XE,2015,300000,60000,Petrol,Individual,Manual,2,Tata,5,10000
Tata Nano Twist XT,2015,73000,57000,Petrol,Individual,Manual,1,Tata,5,9500
Maruti Swift VDI BSIV,2015,400000,87000,Diesel,Individual,Manual,3,Maruti,5,14500
Renault KWID 1.0 RXT Optional,2017,300000,70000,Petrol,Individual,Manual,1,Renault,3,17500
Maruti Wagon R AX,2012,300000,30000,Petrol,Individual,Automatic,2,Maruti,8,3333
Maruti Swift Dzire VDI,2012,450000,80000,Diesel,Individual,Manual,1,Maruti,8,8888
Hyundai Santro Xing GLS,2009,200000,100000,Petrol,Individual,Manual,2,Hyundai,11,8333
Maruti Swift VXI,2019,580000,40000,Petrol,Individual,Manual,1,Maruti,1,20000
Hyundai Grand i10 1.2 Kappa Asta,2017,550000,3917,Petrol,Individual,Manual,1,Hyundai,3,979
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,190000,160000,Diesel,Individual,Manual,2,Mahindra,13,11428
Tata Tiago 1.05 Revotorq XT Option,2017,450000,35000,Diesel,Individual,Manual,1,Tata,3,8750
Chevrolet Spark 1.0 LS,2014,220000,70000,Petrol,Individual,Manual,1,Chevrolet,6,10000
Maruti SX4 ZXI MT BSIV,2012,310000,69069,Petrol,Dealer,Manual,1,Maruti,8,7674
Hyundai Elite i20 Sportz Plus BSIV,2019,650000,13500,Petrol,Individual,Manual,1,Hyundai,1,6750
Maruti Wagon R Stingray VXI,2014,300000,59059,Petrol,Dealer,Manual,1,Maruti,6,8437
Hyundai Accent Executive,2013,200000,70000,Petrol,Individual,Manual,1,Hyundai,7,8750
Honda Brio S MT,2012,285000,39039,Petrol,Dealer,Manual,1,Honda,8,4337
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,1,Honda,6,4719
Hyundai Verna Transform SX VTVT,2011,370000,55168,Petrol,Individual,Manual,2,Hyundai,9,5516
Hyundai i20 1.2 Sportz,2013,375000,41041,Petrol,Dealer,Manual,1,Hyundai,7,5130
Hyundai i10 Magna,2009,235000,67067,Petrol,Dealer,Manual,1,Hyundai,11,5588
Hyundai i10 Sportz 1.2 AT,2013,345000,66066,Petrol,Dealer,Automatic,1,Hyundai,7,8258
Mahindra Quanto C8,2013,365000,82082,Diesel,Dealer,Manual,1,Mahindra,7,10260
Hyundai Grand i10 Sportz,2014,400000,48000,Petrol,Individual,Manual,1,Hyundai,6,6857
Hyundai EON D Lite Plus,2015,250000,30000,Petrol,Individual,Manual,1,Hyundai,5,5000
Hyundai Verna SX CRDi AT,2012,465000,70070,Diesel,Dealer,Automatic,1,Hyundai,8,7785
Renault KWID RXT,2017,300000,10000,Petrol,Individual,Manual,1,Renault,3,2500
Maruti Swift Dzire ZXI 1.2 BS IV,2018,655000,25000,Petrol,Individual,Manual,1,Maruti,2,8333
Maruti Wagon R LXI CNG,2016,350000,30000,Other,Individual,Manual,2,Maruti,4,6000
Hyundai i10 Sportz 1.2 AT,2015,500000,50000,Petrol,Dealer,Automatic,1,Hyundai,5,8333
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,1,Hyundai,5,10510
Maruti Swift VDi BSIII W/ ABS,2008,263000,70000,Diesel,Individual,Manual,1,Maruti,12,5384
Maruti Omni MPI STD BSIV,2012,250000,90000,Petrol,Individual,Manual,1,Maruti,8,10000
Hyundai Accent GLE 1,1999,60000,90000,Petrol,Individual,Manual,4,Hyundai,21,4090
Hyundai Getz GLX,2005,70000,90000,Petrol,Individual,Manual,3,Hyundai,15,5625
Chevrolet Sail Hatchback 1.2 LS,2016,250000,30000,Petrol,Individual,Manual,1,Chevrolet,4,6000
Hyundai EON Magna Plus,2016,229999,80000,Petrol,Individual,Manual,1,Hyundai,4,16000
Chevrolet Optra Magnum 2.0 LS,2011,195000,120000,Diesel,Individual,Manual,1,Chevrolet,9,12000
Datsun RediGO S,2016,270000,22000,Petrol,Individual,Manual,1,Datsun,4,4400
Honda WR-V i-DTEC VX,2017,650000,140000,Diesel,Individual,Manual,1,Honda,3,35000
Hyundai i20 Asta 1.4 CRDi,2014,370000,80000,Diesel,Individual,Manual,2,Hyundai,6,11428
Maruti Swift VDI Optional,2016,509999,40000,Diesel,Individual,Manual,1,Maruti,4,8000
Maruti Zen Estilo VXI BSIV,2011,280000,33000,Petrol,Individual,Manual,1,Maruti,9,3300
Maruti A-Star Vxi,2010,180000,40000,Petrol,Individual,Manual,1,Maruti,10,3636
Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,1,Renault,2,3500
Mahindra Bolero 2011-2019 SLX,2013,400000,107000,Diesel,Individual,Manual,1,Mahindra,7,13375
Hyundai i10 Sportz 1.2,2010,210000,60000,Petrol,Individual,Manual,2,Hyundai,10,5454
Hyundai Santro Xing XG eRLX Euro III,2006,90000,120000,Petrol,Individual,Manual,2,Hyundai,14,8000
Maruti Wagon R LXI BS IV,2010,222000,70000,Petrol,Individual,Manual,1,Maruti,10,6363
Maruti Alto 800 LXI,2015,240000,50000,Petrol,Individual,Manual,2,Maruti,5,8333
Toyota Etios Liva GD,2013,450000,70000,Diesel,Individual,Manual,2,Toyota,7,8750
Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000,Petrol,Individual,Manual,1,Ford,3,1500
Hyundai Verna SX Diesel,2010,200000,78000,Diesel,Dealer,Manual,2,Hyundai,10,7090
Hyundai Verna SX Diesel,2011,210000,72000,Diesel,Dealer,Manual,3,Hyundai,9,7200
Tata Nano Cx BSIV,2011,75000,9528,Petrol,Dealer,Manual,1,Tata,9,952
Toyota Innova 2.5 G (Diesel) 8 Seater,2011,450000,135200,Diesel,Dealer,Manual,1,Toyota,9,13520
Hyundai i20 1.2 Sportz,2011,220000,58000,Petrol,Dealer,Manual,2,Hyundai,9,5800
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,78000,Diesel,Dealer,Manual,2,Hyundai,7,9750
Tata Zest Revotron 1.2T XE,2018,450000,45000,Petrol,Individual,Manual,1,Tata,2,15000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,825000,35000,Diesel,Individual,Manual,1,Ford,3,8750
Hyundai Accent GLS,2007,125000,76000,Petrol,Dealer,Manual,3,Hyundai,13,5428
Mahindra Xylo D2 BS IV,2015,434999,100000,Diesel,Individual,Manual,3,Mahindra,5,16666
Mahindra Scorpio SLE BSIV,2011,484999,99000,Diesel,Individual,Manual,2,Mahindra,9,9900
Maruti Ritz VDi,2009,175000,80000,Diesel,Individual,Manual,3,Maruti,11,6666
Honda Civic 1.8 S MT,2006,220000,120000,Petrol,Individual,Manual,3,Honda,14,8000
Honda BR-V i-VTEC VX MT,2020,1250000,1100,Petrol,Dealer,Manual,1,Honda,0,1100
Maruti Omni E MPI STD BS IV,2017,215000,34000,Petrol,Dealer,Manual,1,Maruti,3,8500
Mahindra XUV500 W6 2WD,2014,625000,68000,Diesel,Dealer,Manual,1,Mahindra,6,9714
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,615000,15000,Diesel,Individual,Manual,1,Ford,2,5000
Chevrolet Beat Diesel PS,2012,130000,58000,Diesel,Dealer,Manual,1,Chevrolet,8,6444
Tata Indigo CS eLX BS IV,2013,175000,50300,Diesel,Individual,Manual,1,Tata,7,6287
Tata Indigo CR4,2011,150000,70000,Diesel,Individual,Manual,2,Tata,9,7000
Tata Indica Vista TDI LS,2011,195000,60000,Diesel,Individual,Manual,3,Tata,9,6000
Maruti Ertiga 1.5 VDI,2020,550000,90000,Diesel,Individual,Manual,1,Maruti,0,90000
Isuzu D-Max V-Cross Standard,2018,1500000,40000,Diesel,Individual,Manual,1,Other,2,13333
Skoda Superb 1.8 TFSI MT,2010,400000,80000,Petrol,Individual,Manual,2,Skoda,10,7272
Nissan Kicks XV Premium D BSIV,2019,1350000,15000,Diesel,Individual,Manual,1,Nissan,1,7500
Maruti Swift 1.2 DLX,2015,217000,45000,Petrol,Individual,Manual,1,Maruti,5,7500
Maruti Swift VDI BSIV,2011,290000,130000,Diesel,Individual,Manual,2,Maruti,9,13000
Mahindra Bolero Power Plus SLX,2018,700000,80000,Diesel,Individual,Manual,1,Mahindra,2,26666
Maruti Alto 800 Base,2014,175000,40000,Petrol,Individual,Manual,1,Maruti,6,5714
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,575000,80000,Diesel,Individual,Manual,1,Volkswagen,3,20000
Maruti Ritz LDi,2016,380000,100000,Diesel,Individual,Manual,2,Maruti,4,20000
Mahindra Xylo D4 BSIV,2013,350000,151624,Diesel,Individual,Manual,2,Mahindra,7,18953
Renault Duster 85PS Diesel RxL Optional,2012,450000,160000,Diesel,Individual,Manual,1,Renault,8,17777
Hyundai Santro AT CNG,2005,130000,110000,Other,Individual,Manual,2,Hyundai,15,6875
Maruti Swift VDI BSIV,2015,320000,74820,Diesel,Individual,Manual,1,Maruti,5,12470
Mahindra XUV500 W6 2WD,2014,550000,82000,Diesel,Individual,Manual,1,Mahindra,6,11714
Maruti Wagon R VXI BS IV,2015,370000,50000,Petrol,Individual,Manual,2,Maruti,5,8333
Chevrolet Beat LT,2010,114999,70000,Petrol,Individual,Manual,2,Chevrolet,10,6363
Ford Ecosport Sports Petrol,2020,1100000,1000,Petrol,Individual,Manual,1,Ford,0,1000
Hyundai Tucson CRDi,2006,170000,170000,Diesel,Individual,Manual,1,Hyundai,14,11333
